Time,Motion,Target,Details,Cam_Position,Cam_FocalPoint,Cam_Distance,Sister1,inside/outside_1,Number_of_neighbors,Sister2,inside/outside_2,Sister2_in_Neighborhood
12.774485,Rotate,MainView,-,"(43.23460336548092, -12.651863365994053, 130.03223205782515)","(64.23898307761955, 35.273982282858995, 26.21817675547384)",116.25587609479808,-,-,-,-,-,-
12.870676,Rotate,MainView,-,"(47.27572229920444, -8.796637899214259, 132.4512080927183)","(64.23898307761955, 35.273982282858995, 26.21817675547384)",116.25587609479807,-,-,-,-,-,-
13.300473,Click,MainView,208,"(47.27572229920444, -8.796637899214259, 132.4512080927183)","(64.23898307761955, 35.273982282858995, 26.21817675547384)",116.25587609479807,-,-,-,-,-,-
14.051783,Click,MainView,200,"(47.27572229920444, -8.796637899214259, 132.4512080927183)","(64.23898307761955, 35.273982282858995, 26.21817675547384)",116.25587609479807,-,-,-,-,-,-
14.820921,Click,MainView,196,"(47.27572229920444, -8.796637899214259, 132.4512080927183)","(64.23898307761955, 35.273982282858995, 26.21817675547384)",116.25587609479807,-,-,-,-,-,-
15.312594,Click,MainView,176,"(47.27572229920444, -8.796637899214259, 132.4512080927183)","(64.23898307761955, 35.273982282858995, 26.21817675547384)",116.25587609479807,-,-,-,-,-,-
15.405075,Rotate,MainView,-,"(35.98329410108861, -19.37122673149591, 124.86373366914358)","(64.23898307761955, 35.273982282858995, 26.21817675547384)",116.25587609479807,-,-,-,-,-,-
15.513114,Rotate,MainView,-,"(4.638441304492076, -44.50658487051419, 86.20371877690465)","(64.23898307761955, 35.273982282858995, 26.21817675547384)",116.25587609479807,-,-,-,-,-,-
15.590284,Rotate,MainView,-,"(-3.5895130169044975, -49.24657955699517, 68.30140940696543)","(64.23898307761955, 35.273982282858995, 26.21817675547384)",116.25587609479808,-,-,-,-,-,-
15.687195,Rotate,MainView,-,"(-3.7697207313847847, -49.332613347542456, 67.83510730809749)","(64.23898307761955, 35.273982282858995, 26.21817675547384)",116.25587609479808,-,-,-,-,-,-
16.125212,Click,MainView,150,"(-3.7697207313847847, -49.332613347542456, 67.83510730809749)","(64.23898307761955, 35.273982282858995, 26.21817675547384)",116.25587609479808,-,-,-,-,-,-
16.889328,Click,MainView,150,"(-3.7697207313847847, -49.332613347542456, 67.83510730809749)","(64.23898307761955, 35.273982282858995, 26.21817675547384)",116.25587609479808,-,-,-,-,-,-
17.259171,DoubleClick,MainView,150,"(-3.7697207313847847, -49.332613347542456, 67.83510730809749)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",98.3958175714678,150,outside,12,-,-,-
18.686290,ZoomOut,MainView,-,"(-16.065017232528092, -64.20184212870632, 75.2308031765382)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",119.05893926147604,150,outside,12,-,-,-
19.078318,ZoomIn,MainView,-,"(-3.769720731384787, -49.33261334754245, 67.83510730809749)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",98.39581757146779,150,outside,12,-,-,-
19.374303,ZoomIn,MainView,-,"(6.391681335675798, -37.043994520134305, 61.72296196227872)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",81.3188574970808,150,outside,12,-,-,-
19.409505,ZoomIn,MainView,-,"(14.789534283659755, -26.888111191697817, 56.67160217234584)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295932,150,outside,12,-,-,-
23.160633,Click,MainView,123,"(14.789534283659755, -26.888111191697817, 56.67160217234584)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295932,150,outside,12,123,outside,-
23.226760,Rotate,MainView,-,"(14.686500846092235, -26.936432609320555, 56.401371217979595)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295932,150,outside,12,123,outside,-
23.345333,Rotate,MainView,-,"(8.716596971206512, -27.442342334323868, 31.170382049607255)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295932,150,outside,12,123,outside,-
23.428637,Rotate,MainView,-,"(8.765397661891257, -22.62761460125477, 11.299994583677616)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295931,150,outside,12,123,outside,-
23.527785,Rotate,MainView,-,"(11.46219322774032, -16.475075125054524, -2.0257400496784683)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295931,150,outside,12,123,outside,-
23.629180,Rotate,MainView,-,"(13.015667932192793, -13.677920867899775, -6.584481014049786)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295932,150,outside,12,123,outside,-
25.717969,Click,MainView,150,"(13.015667932192793, -13.677920867899775, -6.584481014049786)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295932,150,outside,12,123,outside,-
25.993185,DoubleClick,MainView,150,"(13.015667932192793, -13.677920867899775, -6.584481014049786)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295932,-,-,-,-,-,-
27.015681,Click,MainView,79,"(13.015667932192793, -13.677920867899775, -6.584481014049786)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295932,-,-,-,-,-,-
27.147519,Rotate,MainView,-,"(20.659389927519726, -2.000470706828347, -20.31091319345677)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295931,-,-,-,-,-,-
27.267165,Rotate,MainView,-,"(85.01868544344774, 65.67524786158225, -7.982544211603754)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295931,-,-,-,-,-,-
27.375518,Rotate,MainView,-,"(93.2053896671834, 70.82316130889899, 8.028420685941303)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",67.20566735295932,-,-,-,-,-,-
28.156908,ZoomOut,MainView,-,"(101.27486634973943, 81.18664520558785, 2.8647123637292076)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",81.31885749708078,-,-,-,-,-,-
28.226193,ZoomOut,MainView,-,"(111.03893313563222, 93.72646072058137, -3.3833747061474284)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",98.39581757146776,-,-,-,-,-,-
28.322304,ZoomOut,MainView,-,"(122.8534539465625, 108.89963749372353, -10.943560060698154)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",119.05893926147598,-,-,-,-,-,-
28.699865,ZoomOut,MainView,-,"(137.14902412778815, 127.25918138922555, -20.09138433970454)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",144.06131650638596,-,-,-,-,-,-
28.759765,ZoomOut,MainView,-,"(154.44666404707118, 149.474229502783, -31.16025171730226)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272703,-,-,-,-,-,-
31.008606,Click,MainView,116,"(154.44666404707118, 149.474229502783, -31.16025171730226)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272703,-,-,-,-,-,-
31.009356,Rotate,MainView,-,"(155.00631445091147, 148.9743515044439, -31.284382090982152)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272706,-,-,-,-,-,-
31.181437,Rotate,MainView,-,"(165.51586106644856, 152.52785149191033, 1.8353302987092057)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272703,-,-,-,-,-,-
31.267863,Rotate,MainView,-,"(171.7375898901264, 150.62606838668168, 37.69146996777834)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272703,-,-,-,-,-,-
31.387413,Rotate,MainView,-,"(173.0532673423295, 146.2069290345475, 61.56945534088235)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.314192972727,-,-,-,-,-,-
31.468862,Rotate,MainView,-,"(172.90488371842486, 143.5033324990542, 71.86598297958972)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
32.383535,Rotate,MainView,-,"(159.52568641030584, 112.19235112491737, 138.3704136172851)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272694,-,-,-,-,-,-
32.488191,Rotate,MainView,-,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
34.608343,Scroll,ExplosionBar,0,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
34.696547,Scroll,ExplosionBar,2,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
34.814031,Scroll,ExplosionBar,3,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
35.307707,Scroll,ExplosionBar,2,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
35.407338,Scroll,ExplosionBar,1,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
35.490890,Scroll,ExplosionBar,9,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
36.600677,Scroll,ExplosionBar,7,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
37.008862,Scroll,ExplosionBar,6,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
37.106616,Scroll,ExplosionBar,1,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
38.715758,Click,MainView,101,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
39.780979,Click,MainView,101,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(54.77931022644043, 21.473237991333008, 32.61750793457031)",174.31419297272697,-,-,-,-,-,-
39.955976,DoubleClick,MainView,101,"(154.8923016052834, 104.48316635127838, 148.68722242801408)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
42.138588,Rotate,MainView,-,"(151.93009596722334, 99.9076851091872, 153.8503674298256)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
42.242280,Rotate,MainView,-,"(129.21280946394336, 67.7113250441478, 181.70988263388276)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
42.327677,Rotate,MainView,-,"(113.86721485299407, 47.834218627044265, 192.93642847981465)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
42.431052,Rotate,MainView,-,"(93.46784550489835, 22.949600124742194, 201.61846965506302)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952396,101,inside,11,-,-,-
42.534251,Rotate,MainView,-,"(78.32536700964943, 5.393259380067409, 204.3490746663137)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952393,101,inside,11,-,-,-
42.645595,Rotate,MainView,-,"(68.33674685741835, -5.811059691396374, 204.6225983359064)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952396,101,inside,11,-,-,-
42.749243,Rotate,MainView,-,"(83.4731429447854, -19.348979841207058, 199.90849426270086)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952396,101,inside,11,-,-,-
42.849237,Rotate,MainView,-,"(114.43416435199953, -46.82243705174691, 182.38785226548322)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952396,101,inside,11,-,-,-
42.942461,Rotate,MainView,-,"(88.13210085165264, -73.23367937015826, 178.4313534380137)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
43.037791,Rotate,MainView,-,"(69.64136053668176, -88.92530907014657, 172.31346766904954)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952396,101,inside,11,-,-,-
43.156736,Rotate,MainView,-,"(63.373593011807216, -93.75714126741148, 169.67456518572806)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
43.251631,Rotate,MainView,-,"(48.222079881237455, -104.45965193237079, 162.1609577856002)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952396,101,inside,11,-,-,-
43.337621,Rotate,MainView,-,"(29.274339624337856, -115.92029698892672, 150.53340428694688)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
43.448691,Rotate,MainView,-,"(5.128665496969967, -127.33845000705638, 132.0192854325868)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952396,101,inside,11,-,-,-
44.049226,Rotate,MainView,-,"(-22.324151032687045, -135.45311625406256, 105.32250097893044)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952396,101,inside,11,-,-,-
44.148133,Rotate,MainView,-,"(-87.39247041423079, -116.05206978820235, -2.7751416044546957)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
44.267125,Rotate,MainView,-,"(-97.12826925986832, -56.18991764745863, -85.0299657780871)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
44.347539,Rotate,MainView,-,"(-71.99242320110588, 14.28409111561048, -133.72650489049084)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
44.448552,Rotate,MainView,-,"(-51.04948219918388, 48.25401462217189, -145.58843431124288)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
44.548615,Rotate,MainView,-,"(-43.31776585884931, 58.90940721750395, -147.7800303891571)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
44.647795,Rotate,MainView,-,"(-24.935578259769795, 81.4732426434246, -149.7776596876402)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
44.774364,Rotate,MainView,-,"(-22.163463269189347, 84.59019002060573, -149.7473676159892)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
44.846651,Rotate,MainView,-,"(-9.337410286347763, 73.25315045271556, -158.4002638652773)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
44.948793,Rotate,MainView,-,"(32.89063127460824, 114.5397100433117, -148.85951549191677)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
45.062490,Rotate,MainView,-,"(50.655312579551676, 98.04329913529554, -157.81397791362747)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952408,101,inside,11,-,-,-
45.158163,Rotate,MainView,-,"(95.88974661543375, 48.980401780547965, -165.95097702463326)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952402,101,inside,11,-,-,-
45.247654,Rotate,MainView,-,"(117.75054808713477, 21.02527848632459, -161.06559372981786)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
45.367168,Rotate,MainView,-,"(139.56963763607718, -10.852926795711305, -147.92788130816407)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
45.448263,Rotate,MainView,-,"(151.58354563491352, -31.021557090728617, -135.25885319040145)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952408,101,inside,11,-,-,-
45.547243,Rotate,MainView,-,"(139.7289951794749, -40.662262335081486, -139.46141359841116)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
45.650811,Rotate,MainView,-,"(125.20748467190617, -51.30731925617859, -142.9891132755326)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
45.766350,Rotate,MainView,-,"(70.35599508015709, -82.52286703892715, -143.80072708005022)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952402,101,inside,11,-,-,-
45.861232,Rotate,MainView,-,"(9.175959705530097, -103.5302429004095, -125.49154618915927)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
45.965755,Rotate,MainView,-,"(-26.069945427165308, -108.9639292196297, -105.6649642148547)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
46.064583,Rotate,MainView,-,"(-26.7601274437661, -109.01444269832373, -105.1989602669741)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952402,101,inside,11,-,-,-
46.163001,Rotate,MainView,-,"(-36.93838709086421, -109.47880917301504, -97.9363293591277)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
46.568701,Rotate,MainView,-,"(-61.03016307701587, -108.19076100560518, -77.4243199860149)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
46.668282,Rotate,MainView,-,"(-81.1452262668597, -103.74578326563348, -55.6098407259023)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952408,101,inside,11,-,-,-
46.769176,Rotate,MainView,-,"(-91.92004225233632, -99.52904269832834, -41.37050756897572)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952408,101,inside,11,-,-,-
46.868632,Rotate,MainView,-,"(-118.33387476410097, -77.62456170095118, 9.630933785966223)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
46.975209,Rotate,MainView,-,"(-127.15106162489516, -53.77154897515963, 49.67051767917748)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.2084535095241,101,inside,11,-,-,-
47.058554,Rotate,MainView,-,"(-127.72455498463961, -44.741315681013624, 62.68055496243033)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.2084535095241,101,inside,11,-,-,-
47.163086,Rotate,MainView,-,"(-126.96686073223427, -34.252216650003234, 76.686055334577)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.2084535095241,101,inside,11,-,-,-
47.264730,Rotate,MainView,-,"(-117.12113181033554, -2.6813273443221544, 112.96257464146521)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952408,101,inside,11,-,-,-
47.375812,Rotate,MainView,-,"(-96.9298742940282, 29.771726895345132, 142.4278046546678)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.2084535095241,101,inside,11,-,-,-
47.465920,Rotate,MainView,-,"(-86.30222777452155, 42.56957727799948, 151.97646266630082)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.2084535095241,101,inside,11,-,-,-
47.577005,Rotate,MainView,-,"(-46.257499500963085, 79.54630068976869, 172.309207024335)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952408,101,inside,11,-,-,-
47.666690,Rotate,MainView,-,"(-24.142965322050877, 95.23358856841182, 176.95257818091233)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
47.771582,Rotate,MainView,-,"(2.365518062685698, 110.93642185000472, 178.20338096591405)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
47.868232,Rotate,MainView,-,"(6.790802753693702, 113.2679141043827, 178.00880941330922)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
48.369351,Rotate,MainView,-,"(34.563403263787514, 126.16345030559293, 174.37136813882265)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952408,101,inside,11,-,-,-
48.477689,Rotate,MainView,-,"(70.19156298836353, 138.49683837757607, 163.84782229237607)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
48.568461,Rotate,MainView,-,"(92.50501878430407, 143.77902920547058, 153.85925899129745)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952402,101,inside,11,-,-,-
48.668489,Rotate,MainView,-,"(113.32900181733747, 146.8595288286888, 141.96467667129335)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
48.776395,Rotate,MainView,-,"(129.09954988811302, 147.85243874177965, 131.09211219756614)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
48.865165,Rotate,MainView,-,"(121.52685617678442, 160.25160182517675, 121.31129400467455)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
48.969770,Rotate,MainView,-,"(104.12956777326465, 181.8452480373171, 98.6331254545625)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
49.070760,Rotate,MainView,-,"(103.2660497954598, 182.71576799968682, 97.50141503527064)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952402,101,inside,11,-,-,-
49.177056,Rotate,MainView,-,"(99.32759888697271, 186.4780691736782, 92.33347524841315)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
49.276976,Rotate,MainView,-,"(89.36938948401723, 194.57804697305704, 79.22391406493917)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
49.368570,Rotate,MainView,-,"(81.3986207247757, 199.73440912418613, 68.69068379858918)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952408,101,inside,11,-,-,-
49.488693,Rotate,MainView,-,"(97.22669109875949, 199.1059251297841, 56.45779464893819)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952402,101,inside,11,-,-,-
49.582352,Rotate,MainView,-,"(108.74167574765673, 197.33980056883732, 46.98706936606213)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.208453509524,101,inside,11,-,-,-
49.675863,Rotate,MainView,-,"(118.046903250326, 195.02836187059552, 38.94788995283801)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952405,101,inside,11,-,-,-
49.785666,Rotate,MainView,-,"(119.265279454149, 194.66302662706315, 37.867924045134856)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952408,101,inside,11,-,-,-
49.869564,Rotate,MainView,-,"(128.21992542607325, 191.49916524821964, 29.721592965247908)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.2084535095241,101,inside,11,-,-,-
51.007490,Click,MainView,73,"(128.21992542607325, 191.49916524821964, 29.721592965247908)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.2084535095241,101,inside,11,73,inside,-
51.153924,DoubleClick,MainView,73,"(128.21992542607325, 191.49916524821964, 29.721592965247908)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.2084535095241,101,inside,11,73,inside,-
52.288607,Rotate,MainView,-,"(121.68529590301173, 193.89229697981264, 35.703153555749594)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952416,101,inside,11,73,inside,-
52.387416,Rotate,MainView,-,"(74.68034796650072, 199.41212358748356, 73.62589013907092)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952416,101,inside,11,73,inside,-
52.474163,Rotate,MainView,-,"(39.85536756239472, 192.46984840311464, 96.90739038405749)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952416,101,inside,11,73,inside,-
52.587203,Rotate,MainView,-,"(8.673858916373277, 178.86028722045904, 114.52629983215225)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952416,101,inside,11,73,inside,-
52.689343,Rotate,MainView,-,"(4.692149150591795, 176.59778038510257, 116.54716820461567)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952416,101,inside,11,73,inside,-
52.802887,Rotate,MainView,-,"(0.083151828240289, 173.8219576905328, 118.81794286786304)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.2084535095241,101,inside,11,73,inside,-
53.676410,Click,MainView,73,"(0.083151828240289, 173.8219576905328, 118.81794286786304)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.2084535095241,101,inside,11,73,inside,-
54.699041,Rotate,MainView,-,"(21.200043354736692, 159.37974584694726, 143.89282948058377)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.2084535095241,101,inside,11,73,inside,-
54.793159,Rotate,MainView,-,"(49.91158378469095, 133.29316229816033, 169.72215512672364)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.20845350952408,101,inside,11,73,inside,-
54.911822,Rotate,MainView,-,"(76.42278817381441, 102.96070832678726, 185.57124415411258)","(46.41454165416547, 19.19372731951743, 16.328014666940746)",191.2084535095241,101,inside,11,73,inside,-
