Time,Motion,Target,Details,Cam_Position,Cam_FocalPoint,Cam_Distance,Sister1,inside/outside_1,Number_of_neighbors,Sister2,inside/outside_2,Sister2_in_Neighborhood
180.829846,Rotate,MainView,-,"(159.77828202028155, -250.3648979225545, -68.63564837164868)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236329,116,outside,7,87,inside,-
180.847127,Rotate,MainView,-,"(158.69224318683737, -250.36530995015264, -69.50154014974012)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363285,116,outside,7,87,inside,-
180.863435,Rotate,MainView,-,"(157.60470369433298, -250.36016632600544, -70.36553117067484)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236329,116,outside,7,87,inside,-
180.880416,Rotate,MainView,-,"(134.8588798236608, -263.68699988049934, -41.805484719717704)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236329,116,outside,7,87,inside,-
180.896940,Rotate,MainView,-,"(133.77007690113004, -263.67617384068365, -42.667830405410086)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363297,116,outside,7,87,inside,-
180.913168,Rotate,MainView,-,"(132.94051620580558, -264.0689811733094, -41.625342735895444)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.329670823633,116,outside,7,87,inside,-
180.929737,Rotate,MainView,-,"(128.575376675473, -263.96753019354946, -45.06082165515891)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.329670823633,116,outside,7,87,inside,-
180.947038,Rotate,MainView,-,"(126.91340615894148, -264.73569170432063, -42.97162527354335)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.329670823633,116,outside,7,87,inside,-
180.963280,Rotate,MainView,-,"(124.41377277410999, -265.844197059962, -39.82741309274892)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363314,116,outside,7,87,inside,-
180.980883,Rotate,MainView,-,"(118.9376317227897, -265.5861172584681, -44.0905885222313)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363314,116,outside,7,87,inside,-
180.996590,Rotate,MainView,-,"(137.46507271489924, -265.86678778679254, -29.463441603767727)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236331,116,outside,7,87,inside,-
181.013890,Rotate,MainView,-,"(125.50654017540768, -265.8782653519862, -38.97070553061256)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236331,116,outside,7,87,inside,-
181.030536,Rotate,MainView,-,"(122.9991808498609, -266.93411533021293, -35.8145446576566)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236332,116,outside,7,87,inside,-
181.046516,Rotate,MainView,-,"(122.16173094650826, -267.27433194968796, -34.759945492054094)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363314,116,outside,7,87,inside,-
181.063331,Rotate,MainView,-,"(119.64461406356045, -268.25969100789865, -31.588792461390458)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236332,116,outside,7,87,inside,-
181.079958,Rotate,MainView,-,"(117.96272327519632, -268.88712579417626, -29.468762133685104)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236331,116,outside,7,87,inside,-
181.097002,Rotate,MainView,-,"(117.12068203072499, -269.19198372495475, -28.407028987582706)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.329670823633,116,outside,7,87,inside,-
181.114375,Rotate,MainView,-,"(139.8713926303647, -268.54192414763577, -10.181012511821056)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363297,116,outside,7,87,inside,-
181.129850,Rotate,MainView,-,"(135.64545549926038, -269.9775450929617, -4.8603134406714785)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363297,116,outside,7,87,inside,-
181.146788,Rotate,MainView,-,"(134.7970179594032, -270.2469034632517, -3.794082275211753)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.329670823633,116,outside,7,87,inside,-
181.163454,Rotate,MainView,-,"(133.94753469112993, -270.51032766491466, -2.727201327877974)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363314,116,outside,7,87,inside,-
181.179870,Rotate,MainView,-,"(133.94753469112993, -270.51032766491466, -2.727201327877974)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363314,116,outside,7,87,inside,-
181.197213,Rotate,MainView,-,"(140.3655585682281, -269.8454320022491, 2.546885691318324)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363314,116,outside,7,87,inside,-
181.213138,Rotate,MainView,-,"(140.3655585682281, -269.8454320022491, 2.546885691318324)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363314,116,outside,7,87,inside,-
181.267170,Rotate,MainView,-,"(136.10149571709633, -271.0735271352378, 7.889070739251794)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363314,116,outside,7,87,inside,-
182.611483,Rotate,MainView,-,"(136.10149571709633, -271.0735271352378, 7.889070739251794)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363314,116,outside,7,87,inside,-
182.614956,Rotate,MainView,-,"(135.24540640464232, -271.30131458234774, 8.958871214538192)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236331,116,outside,7,87,inside,-
182.630275,Rotate,MainView,-,"(132.67087817163943, -271.9489346850109, 12.170633036343071)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363314,116,outside,7,87,inside,-
182.646768,Rotate,MainView,-,"(122.28672802672133, -274.00145880869337, 25.04329461036487)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363314,116,outside,7,87,inside,-
182.663461,Rotate,MainView,-,"(105.61882160255828, -275.4816327267317, 45.4406278818364)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236331,116,outside,7,87,inside,-
182.679902,Rotate,MainView,-,"(87.43690061952388, -276.7944949550764, 30.440880724901817)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363314,116,outside,7,87,inside,-
182.696900,Rotate,MainView,-,"(68.14223917982953, -276.27692928047713, 14.559929489220607)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.329670823633,116,outside,7,87,inside,-
182.713147,Rotate,MainView,-,"(49.98387677904427, -273.98926459998984, -0.351097902186293)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363297,116,outside,7,87,inside,-
182.730290,Rotate,MainView,-,"(28.839000314028397, -269.0784240374496, -17.671291086254783)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236329,116,outside,7,87,inside,-
182.746554,Rotate,MainView,-,"(11.164966013436816, -263.0441111710219, -32.11129982612278)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236329,116,outside,7,87,inside,-
182.763799,Rotate,MainView,-,"(-6.131215217193467, -255.3352197362951, -46.207873179979934)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236329,116,outside,7,87,inside,-
182.780007,Rotate,MainView,-,"(-19.043514390065997, -248.33631112727258, -56.70758793825917)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236328,116,outside,7,87,inside,-
182.796490,Rotate,MainView,-,"(-29.72242868048612, -241.68511707620212, -65.37460050777418)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363285,116,outside,7,87,inside,-
182.812988,Rotate,MainView,-,"(-34.49449467070407, -238.4452957790021, -69.24245972026509)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236329,116,outside,7,87,inside,-
182.829772,Rotate,MainView,-,"(-43.87308718380038, -231.56762039421847, -76.8341783767146)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236329,116,outside,7,87,inside,-
182.846330,Rotate,MainView,-,"(-53.916801932855364, -223.40246293063947, -84.94889939729454)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236329,116,outside,7,87,inside,-
182.863540,Rotate,MainView,-,"(-63.65237496103328, -214.62730113806958, -92.79809381038574)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.329670823633,116,outside,7,87,inside,-
182.881058,Rotate,MainView,-,"(-67.96967800598016, -210.44235284250811, -96.27321868900614)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363297,116,outside,7,87,inside,-
182.897407,Rotate,MainView,-,"(-68.82476013531635, -209.59091225441318, -96.96106501335214)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363297,116,outside,7,87,inside,-
182.913339,Rotate,MainView,-,"(-70.52641535818147, -207.87370928145222, -98.32947397179827)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.32967082363297,116,outside,7,87,inside,-
182.930428,Rotate,MainView,-,"(-71.37295605464787, -207.00797958965552, -99.01001055336434)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.329670823633,116,outside,7,87,inside,-
182.947077,Rotate,MainView,-,"(-72.2544371999394, -207.0262532966925, -97.93674164437252)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236331,116,outside,7,87,inside,-
182.963167,Rotate,MainView,-,"(-73.0980900546391, -206.15579324026973, -98.61482588678741)","(79.87014865875244, 41.44521427154541, 30.33570086956024)",318.3296708236331,116,outside,7,87,inside,-
