Time,Motion,Target,Details,Cam_Position,Cam_FocalPoint,Cam_Distance,Sister1,inside/outside_1,Number_of_neighbors,Sister2,inside/outside_2,Sister2_in_Neighborhood
91.368344,Click,MainView,73,"(137.7651597796883, -58.48060527963795, 79.28401924456675)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.7605194616147,101,inside,11,73,inside,-
91.871724,Rotate,MainView,-,"(137.3877804069043, -58.538913432358456, 79.73688025162883)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.7605194616147,101,inside,11,73,inside,-
91.874952,Rotate,MainView,-,"(137.6415737652182, -58.07729925929934, 80.00780350626106)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.7605194616147,101,inside,11,73,inside,-
91.885084,Rotate,MainView,-,"(139.51724025684138, 87.41920801031358, 100.0759549133771)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161473,101,inside,11,73,inside,-
91.901289,Rotate,MainView,-,"(139.27615267228018, 87.94318787085504, 99.94097341201045)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161473,101,inside,11,73,inside,-
91.918798,Rotate,MainView,-,"(135.01549690058184, 87.23923508631965, 104.8196876774467)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161476,101,inside,11,73,inside,-
91.934874,Rotate,MainView,-,"(122.43889110937212, 84.60534196983384, 117.07732700346148)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161476,101,inside,11,73,inside,-
91.951383,Rotate,MainView,-,"(108.15647287667275, 80.82628325212774, 127.95993004409162)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161473,101,inside,11,73,inside,-
91.968084,Rotate,MainView,-,"(91.80600838894776, 75.69965623539642, 137.33270453656834)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161473,101,inside,11,73,inside,-
91.984672,Rotate,MainView,-,"(75.66523786352073, 69.93963784984226, 143.88995391028675)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.7605194616147,101,inside,11,73,inside,-
92.001310,Rotate,MainView,-,"(61.22516977167398, 64.2609477601184, 147.7300482133911)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.7605194616147,101,inside,11,73,inside,-
92.018168,Rotate,MainView,-,"(48.260926242030145, 58.76233801778716, 149.63443320396314)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.7605194616147,101,inside,11,73,inside,-
92.034745,Rotate,MainView,-,"(35.323546592018374, 52.90197286338088, 150.09630941591837)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161468,101,inside,11,73,inside,-
92.051459,Rotate,MainView,-,"(20.452903780211244, 45.69350890593162, 148.80612527709008)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161468,101,inside,11,73,inside,-
92.067987,Rotate,MainView,-,"(12.6581714151392, 41.70245585360215, 147.31024222945805)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.7605194616147,101,inside,11,73,inside,-
92.085363,Rotate,MainView,-,"(11.63046495445912, 41.164775491623516, 147.06877779729538)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161473,101,inside,11,73,inside,-
92.101447,Rotate,MainView,-,"(11.117722944748671, 40.895492367108, 146.94435772768023)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161476,101,inside,11,73,inside,-
92.170175,Rotate,MainView,-,"(139.65351406912123, 88.00010161954586, 99.48792007654325)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161476,101,inside,11,73,inside,-
93.040581,Click,MainView,101,"(139.65351406912123, 88.00010161954586, 99.48792007654325)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161476,101,inside,11,73,inside,-
93.475485,DoubleClick,MainView,101,"(139.65351406912123, 88.00010161954586, 99.48792007654325)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161476,-,-,-,-,-,-
95.196264,Click,MainView,101,"(139.65351406912123, 88.00010161954586, 99.48792007654325)","(50.71285820007324, 25.744037310282387, 17.97313102086385)",135.76051946161476,-,-,-,-,-,-
95.368745,DoubleClick,MainView,101,"(139.65351406912123, 88.00010161954586, 99.48792007654325)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,-,-,-
96.058837,Click,MainView,73,"(139.65351406912123, 88.00010161954586, 99.48792007654325)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
96.543357,Rotate,MainView,-,"(139.65351406912123, 88.00010161954586, 99.48792007654325)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
96.613049,Rotate,MainView,-,"(139.40131325223427, 88.52202030058159, 99.34345544114383)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
96.616466,Rotate,MainView,-,"(139.0232766015095, 88.46646493700197, 99.80268468464766)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
96.622691,Rotate,MainView,-,"(138.64355395905955, 88.40966031651988, 100.26036749588869)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.9146492079944,101,inside,11,73,inside,-
96.635406,Rotate,MainView,-,"(137.49434253474413, 88.2317618472359, 101.624050348029)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
96.651936,Rotate,MainView,-,"(133.9580381010146, 87.6309802341087, 105.6287977228649)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.9146492079944,101,inside,11,73,inside,-
96.668127,Rotate,MainView,-,"(127.35701442138372, 86.3169714131568, 112.41309202849696)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.9146492079944,101,inside,11,73,inside,-
96.685199,Rotate,MainView,-,"(117.22037825995238, 83.8883325693417, 121.35662725002828)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.9146492079944,101,inside,11,73,inside,-
96.701512,Rotate,MainView,-,"(108.33529576304912, 81.41751611311109, 127.96828008573638)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.9146492079944,101,inside,11,73,inside,-
96.718058,Rotate,MainView,-,"(99.05271339225523, 78.54439463226198, 133.82852032337118)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799436,101,inside,11,73,inside,-
96.734914,Rotate,MainView,-,"(91.48537240060233, 76.00483435260702, 137.89762484678465)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
96.751434,Rotate,MainView,-,"(83.74238267099845, 73.23765376420472, 141.45577736724158)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799444,101,inside,11,73,inside,-
96.768113,Rotate,MainView,-,"(75.85690087419118, 70.25470235915992, 144.48774132939187)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799447,101,inside,11,73,inside,-
96.784912,Rotate,MainView,-,"(67.32671726755726, 66.84946872016909, 147.1272741530214)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799444,101,inside,11,73,inside,-
96.801403,Rotate,MainView,-,"(61.41203835588426, 64.38297665626595, 148.57931121868495)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.9146492079945,101,inside,11,73,inside,-
96.818085,Rotate,MainView,-,"(57.85115096969443, 71.59926911953788, 146.30468411128152)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799444,101,inside,11,73,inside,-
96.834755,Rotate,MainView,-,"(55.03331589662503, 77.14296091720037, 144.18272555300183)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799444,101,inside,11,73,inside,-
96.851390,Rotate,MainView,-,"(52.462349082355395, 82.07449602630476, 142.00248555890465)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.9146492079945,101,inside,11,73,inside,-
96.868506,Rotate,MainView,-,"(50.14509109381878, 86.41674931539623, 139.83926090139)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799447,101,inside,11,73,inside,-
96.884918,Rotate,MainView,-,"(48.857710984921404, 88.78718201064176, 138.55645081843136)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799447,101,inside,11,73,inside,-
96.901590,Rotate,MainView,-,"(48.342939044522495, 89.726630566014, 138.02730255023587)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799444,101,inside,11,73,inside,-
96.918124,Rotate,MainView,-,"(46.79975031018492, 92.514134184313, 136.38544247949667)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799444,101,inside,11,73,inside,-
96.934738,Rotate,MainView,-,"(44.49000926478197, 96.60527997852506, 133.77163079450034)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799444,101,inside,11,73,inside,-
96.952049,Rotate,MainView,-,"(41.42530329902026, 101.88216801803651, 130.01098263354032)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
96.968241,Rotate,MainView,-,"(38.385378862440746, 106.94243236376491, 125.94489989952187)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
96.985130,Rotate,MainView,-,"(34.13746664364071, 113.71340995155448, 119.68366351203719)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.9146492079944,101,inside,11,73,inside,-
97.001461,Rotate,MainView,-,"(30.463136719455196, 119.27395949414193, 113.69607500637977)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
97.018286,Rotate,MainView,-,"(26.403277365388124, 125.07555333369025, 106.41919189896001)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
97.034900,Rotate,MainView,-,"(22.475757304112, 130.3149404312286, 98.65920569901326)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
97.051418,Rotate,MainView,-,"(18.919514430875722, 134.7067069975147, 90.9525653752518)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
97.068328,Rotate,MainView,-,"(16.35227395436619, 137.643974285228, 84.93906540893046)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.9146492079944,101,inside,11,73,inside,-
97.085161,Rotate,MainView,-,"(15.309792232232585, 138.77540422915166, 82.37879226775505)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.91464920799442,101,inside,11,73,inside,-
97.101449,Rotate,MainView,-,"(15.103288076817838, 138.99508604166974, 81.8630544071631)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.9146492079944,101,inside,11,73,inside,-
97.118198,Rotate,MainView,-,"(15.103288076817838, 138.99508604166974, 81.8630544071631)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.9146492079944,101,inside,11,73,inside,-
97.134886,Rotate,MainView,-,"(14.897457187632613, 139.21255660517494, 81.34611165900941)","(50.46658663871243, 22.849264956097016, 18.57635337978615)",136.9146492079944,101,inside,11,73,inside,-
